,DescriptionA,DescriptionB,freqAB,freqAB,confidenceAtoB,confidenceBtoA,lift,Product_Relationship
62,DIAMANTE BOW BROOCH RED COLOUR,DIAMANTE BOW BROOCH BLACK COLOUR,4,4,0.33333333333333326,0.6666666666666665,11.141111111111108,Positive Relationship
63,DIAMANTE BOW BROOCH RED COLOUR,,4,4,0.33333333333333326,0.6666666666666665,11.141111111111108,Positive Relationship
64,,DIAMANTE BOW BROOCH BLACK COLOUR,4,4,0.33333333333333326,0.6666666666666665,11.141111111111108,Positive Relationship
65,,,4,4,0.33333333333333326,0.6666666666666665,11.141111111111108,Positive Relationship
66,ANT SILVER PURPLE BOUDICCA RING,ANT SILVER LIME GREEN BOUDICCA RING,3,3,0.6000000000000001,0.27272727272727276,10.938545454545457,Positive Relationship
67,SET 10 CARD KRAFT REINDEER 17084,SET 10 CARDS PRINTED GRAPHIC 17219,3,3,0.2142857142857143,0.7500000000000001,10.743214285714288,Positive Relationship
68,SET 10 CARDS HATS & STOCKINGS 17081,SET 10 CARDS SCOTTIE DOG 17211,3,3,0.4285714285714286,0.37500000000000006,10.743214285714288,Positive Relationship
69,SET 10 CARD KRAFT REINDEER 17084,SET 10 CARDS FILIGREE BAUBLE 16961,3,3,0.2142857142857143,0.7500000000000001,10.743214285714288,Positive Relationship
70,SET 10 CARD KRAFT REINDEER 17084,SET 10 CHRISTMAS CARDS HOHOHO 16956,3,3,0.2142857142857143,0.7500000000000001,10.743214285714288,Positive Relationship
71,WHITE ROSEBUD & PEARL NECKLACE,WHITE  ROSEBUD PEARL BRACELET,4,4,0.8,0.2666666666666666,10.695466666666666,Positive Relationship
72,WHITE ROSEBUD & PEARL NECKLACE,,4,4,0.8,0.2666666666666666,10.695466666666666,Positive Relationship
73,PINK BOUDICCA LARGE BRACELET,WHITE VINTAGE CRYSTAL BRACELET,3,3,0.25,0.6000000000000001,10.027000000000001,Positive Relationship
74,FUSCHIA FLOWER PURSE WITH BEADS,BLUE FLOWER DES PURSE,4,4,0.2857142857142857,0.6666666666666665,9.549523809523807,Positive Relationship
75,FUSCHIA FLOWER PURSE WITH BEADS,,4,4,0.2857142857142857,0.6666666666666665,9.549523809523807,Positive Relationship
76,,BLUE FLOWER DES PURSE,4,4,0.2857142857142857,0.6666666666666665,9.549523809523807,Positive Relationship
77,,,4,4,0.2857142857142857,0.6666666666666665,9.549523809523807,Positive Relationship
79,SET 10 CARDS SNOWY SNOWDROPS  17100,SET 10 CARDS RED RIDING HOOD 17214,3,3,0.7500000000000001,0.18750000000000003,9.400312500000002,Positive Relationship
80,HAND OPEN SHAPE GOLD,,3,3,0.09375000000000001,1.5000000000000002,9.400312500000002,Positive Relationship
81,HAND OPEN SHAPE GOLD,DUSTY PINK CHRISTMAS TREE 60CM,3,3,0.09375000000000001,1.5000000000000002,9.400312500000002,Positive Relationship
82,CRYSTAL STUD EARRINGS ASSORTED COL ,CRYSTAL STUD EARRINGS CLEAR DISPLAY,6,6,0.37500000000000006,0.7500000000000001,9.400312500000002,Positive Relationship
84,RED POLKADOT PUDDING BOWL,BLUE POLKADOT PUDDING BOWL,3,3,0.37500000000000006,0.37500000000000006,9.400312500000002,Positive Relationship
85,RED POLKADOT PUDDING BOWL,,3,3,0.37500000000000006,0.37500000000000006,9.400312500000002,Positive Relationship
86,,BLUE POLKADOT PUDDING BOWL,3,3,0.37500000000000006,0.37500000000000006,9.400312500000002,Positive Relationship
87,,,3,3,0.37500000000000006,0.37500000000000006,9.400312500000002,Positive Relationship
88,CD WALL TIDY BLUE OFFICE,CD WALL TIDY RED FLOWERS,3,3,0.37500000000000006,0.37500000000000006,9.400312500000002,Positive Relationship
89,LONG SILVER NECKLACE PASTEL FLOWER,SILVER BRACELET W PASTEL FLOWER,8,8,0.8888888888888888,0.42105263157894735,9.381988304093566,Positive Relationship
90,RETRO PINK BALL ASHTRAY ,RETRO BROWN BALL ASHTRAY ,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
91,RETRO PINK BALL ASHTRAY ,,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
92,RETRO PINK BALL ASHTRAY ,damages,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
93,,RETRO BROWN BALL ASHTRAY ,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
94,,,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
95,,damages,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
96,FLOOR LAMP SHADE WOOD BASE,RETRO BROWN BALL ASHTRAY ,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
97,FLOOR LAMP SHADE WOOD BASE,,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
98,FLOOR LAMP SHADE WOOD BASE,damages,3,3,0.23076923076923078,0.6000000000000001,9.25569230769231,Positive Relationship
99,PINK MURANO TWIST NECKLACE,BLUE MURANO TWIST NECKLACE,3,3,0.5,0.27272727272727276,9.115454545454545,Positive Relationship
100,PINK BREAKFAST CUP AND SAUCER ,LILAC GAUZE BUTTERFLY LAMPSHADE,3,3,0.27272727272727276,0.5,9.115454545454545,Positive Relationship
101,,LILAC GAUZE BUTTERFLY LAMPSHADE,3,3,0.27272727272727276,0.5,9.115454545454545,Positive Relationship
102,GREEN GLASS TASSLE BAG CHARM,AMBER GLASS TASSLE BAG CHARM,5,5,0.3125,0.7142857142857142,8.95267857142857,Positive Relationship
103,SET OF 3 BABUSHKA STACKING TINS,HANGING RIDGE GLASS T-LIGHT HOLDER,4,4,0.2222222222222222,0.8,8.91288888888889,Positive Relationship
104,SET OF 3 BABUSHKA STACKING TINS,,4,4,0.2222222222222222,0.8,8.91288888888889,Positive Relationship
105,,HANGING RIDGE GLASS T-LIGHT HOLDER,4,4,0.2222222222222222,0.8,8.91288888888889,Positive Relationship
106,,,4,4,0.2222222222222222,0.8,8.91288888888889,Positive Relationship
107,WHITE ROSEBUD & PEARL NECKLACE,WHITE ROSEBUD  PEARL EARRINGS,4,4,0.8,0.2222222222222222,8.91288888888889,Positive Relationship
108,5 STRAND GLASS NECKLACE CRYSTAL,LONG SILVER NECKLACE PASTEL FLOWER,6,6,0.4,0.6666666666666667,8.912888888888888,Positive Relationship
109,WATERMELON BATH SPONGE,DOORMAT BLACK FLOCK ,3,3,0.30000000000000004,0.4285714285714286,8.594571428571431,Positive Relationship
110,SET 10 CARDS HATS & STOCKINGS 17081,SET 10 CARDS CHEERFUL ROBIN 17065,3,3,0.4285714285714286,0.30000000000000004,8.594571428571431,Positive Relationship
111,DOORMAT BLACK FLOCK ,DOORMAT FRIENDSHIP ,5,5,0.7142857142857142,0.2941176470588235,8.426050420168067,Positive Relationship
112,DOORMAT BLACK FLOCK ,damaged,5,5,0.7142857142857142,0.2941176470588235,8.426050420168067,Positive Relationship
113,DOORMAT BLACK FLOCK ,adjustment,5,5,0.7142857142857142,0.2941176470588235,8.426050420168067,Positive Relationship
114,BOYS PARTY BAG,GIRLS PARTY BAG,6,6,0.5454545454545455,0.46153846153846156,8.414265734265737,Positive Relationship
115,GOLD WINE GOBLET,SILVER APERITIF GLASS,3,3,0.33333333333333337,0.37500000000000006,8.355833333333335,Positive Relationship
116,GOLD WINE GOBLET,,3,3,0.33333333333333337,0.37500000000000006,8.355833333333335,Positive Relationship
117,,SILVER APERITIF GLASS,3,3,0.33333333333333337,0.37500000000000006,8.355833333333335,Positive Relationship
118,,,3,3,0.33333333333333337,0.37500000000000006,8.355833333333335,Positive Relationship
119,ZINC HEART LATTICE CHARGER LARGE,ZINC HEART LATTICE CHARGER SMALL,6,6,0.33333333333333337,0.7500000000000001,8.355833333333335,Positive Relationship
120,SMALL LICORICE DES PINK BOWL,PORCELAIN BUTTERFLY OIL BURNER,3,3,0.5,0.25,8.355833333333333,Positive Relationship
121,DIAMANTE BOW BROOCH RED COLOUR,LILY BROOCH AMETHYST COLOUR,4,4,0.33333333333333326,0.5,8.355833333333333,Positive Relationship
122,,LILY BROOCH AMETHYST COLOUR,4,4,0.33333333333333326,0.5,8.355833333333333,Positive Relationship
123,PORCELAIN BUTTERFLY OIL BURNER,SMALL LICORICE DES PINK BOWL,3,3,0.25,0.5,8.355833333333333,Positive Relationship
124,ANT SILVER LIME GREEN BOUDICCA RING,LONG SILVER NECKLACE PASTEL FLOWER,4,4,0.36363636363636365,0.4444444444444444,8.102626262626263,Positive Relationship
125,GREEN EASTER EGG HUNT START POST,BLUE EASTER EGG HUNT START POST,4,4,0.36363636363636365,0.4444444444444444,8.102626262626263,Positive Relationship
127,"LETTER ""F"" BLING KEY RING","LETTER ""O"" BLING KEY RING",3,3,0.2,0.6000000000000001,8.021600000000001,Positive Relationship
128,WATERMELON BATH SPONGE,JUMBO BAG STRAWBERRY,4,4,0.4,0.4,8.021600000000001,Positive Relationship
129,BLUE MURANO TWIST BRACELET,WHITE MURANO TWIST BRACELET,3,3,0.2,0.6000000000000001,8.021600000000001,Positive Relationship
130,BLUE MURANO TWIST BRACELET,,3,3,0.2,0.6000000000000001,8.021600000000001,Positive Relationship
131,ANTIQUE OLIVE GREEN FLOWER EARRINGS,GOLD M PEARL  ORBIT NECKLACE,3,3,0.6000000000000001,0.2,8.021600000000001,Positive Relationship
132,ANTIQUE OLIVE GREEN FLOWER EARRINGS,,3,3,0.6000000000000001,0.2,8.021600000000001,Positive Relationship
133,ANTIQUE OLIVE GREEN FLOWER EARRINGS,GOLD M.O.P. ORBIT NECKLACE,3,3,0.6000000000000001,0.2,8.021600000000001,Positive Relationship
134,PINK/GREEN FLOWER DESIGN BIG MUG,BLUE/YELLOW FLOWER DESIGN BIG MUG,8,8,0.47058823529411764,0.6666666666666665,7.864313725490195,Positive Relationship
135,SET 10 CARDS DINKY TREE 17076,SET 10 CARDS SCOTTIE DOG 17211,5,5,0.3125,0.625,7.8335937499999995,Positive Relationship
136,PINK BREAKFAST CUP AND SAUCER ,BAG OF SILVER STONES,6,6,0.5454545454545455,0.4285714285714286,7.813246753246754,Positive Relationship
137,PINK BREAKFAST CUP AND SAUCER ,,6,6,0.5454545454545455,0.4285714285714286,7.813246753246754,Positive Relationship
138,,BAG OF SILVER STONES,6,6,0.5454545454545455,0.4285714285714286,7.813246753246754,Positive Relationship
139,,,6,6,0.5454545454545455,0.4285714285714286,7.813246753246754,Positive Relationship
140,ANT SILVER LIME GREEN BOUDICCA RING,ANT SILVER FUSCHIA BOUDICCA RING,3,3,0.27272727272727276,0.4285714285714286,7.813246753246754,Positive Relationship
141,"LETTER ""I"" BLING KEY RING","LETTER ""Z"" BLING KEY RING",5,5,0.3846153846153846,0.5,7.713076923076923,Positive Relationship
142,SET 10 CARDS JINGLE BELLS 17217,GREEN PAIR HEART HAIR SLIDES,4,4,0.5714285714285714,0.2666666666666666,7.639619047619046,Positive Relationship
143,SET 10 CARDS JINGLE BELLS 16957,DIAMANTE HAIR GRIP PACK/2 RUBY,3,3,0.6000000000000001,0.18750000000000003,7.5202500000000025,Positive Relationship
144,SET 6 CARDS SPARKLY REINDEER 17262,TIGRIS EYE CHUNKY CHARM BRACELET,3,3,0.7500000000000001,0.15000000000000002,7.5202500000000025,Positive Relationship
145,PURPLE/COPPER HANGING LAMPSHADE,BLUE  VOILE LAMPSHADE,3,3,0.37500000000000006,0.30000000000000004,7.5202500000000025,Positive Relationship
146,PURPLE/COPPER HANGING LAMPSHADE,SPACE CADET BLACK,6,6,0.7500000000000001,0.30000000000000004,7.5202500000000025,Positive Relationship
147,SET 10 CARDS CHEERFUL ROBIN 17065,SET 10 CARDS SCOTTIE DOG 17211,3,3,0.30000000000000004,0.37500000000000006,7.5202500000000025,Positive Relationship
148,YELLOW BREAKFAST CUP AND SAUCER,PINK GAUZE BUTTERFLY LAMPSHADE,3,3,0.15000000000000002,0.7500000000000001,7.5202500000000025,Positive Relationship
149,,PINK GAUZE BUTTERFLY LAMPSHADE,3,3,0.15000000000000002,0.7500000000000001,7.5202500000000025,Positive Relationship
150,SET 10 CARDS DINKY TREE 17076,SET 10 CARDS XMAS CHOIR 17068,3,3,0.18750000000000003,0.6000000000000001,7.5202500000000025,Positive Relationship
151,SET 4 PICNIC CUTLERY CHERRY ,SET 4 PICNIC CUTLERY BLUEBERRY,3,3,0.33333333333333337,0.33333333333333337,7.427407407407409,Positive Relationship
153,VINTAGE KITCHEN PRINT PUDDINGS,,3,3,0.33333333333333337,0.33333333333333337,7.427407407407409,Positive Relationship
154,,VINTAGE KITCHEN PRINT PUDDINGS,3,3,0.33333333333333337,0.33333333333333337,7.427407407407409,Positive Relationship
155,,,3,3,0.33333333333333337,0.33333333333333337,7.427407407407409,Positive Relationship
156,SET 4 PICNIC CUTLERY BLUEBERRY,SET 4 PICNIC CUTLERY CHERRY ,3,3,0.33333333333333337,0.33333333333333337,7.427407407407409,Positive Relationship
157,SILVER MINI TAPE MEASURE ,WATERMELON BATH SPONGE,10,10,0.3703703703703703,1.0,7.427407407407407,Positive Relationship
158,,WATERMELON BATH SPONGE,10,10,0.3703703703703703,1.0,7.427407407407407,Positive Relationship
159,RAIN PONCHO ,ASS DES PHONE SPONGE CRAFT STICKER,4,4,0.6666666666666665,0.2222222222222222,7.427407407407406,Positive Relationship
160,,ASS DES PHONE SPONGE CRAFT STICKER,4,4,0.6666666666666665,0.2222222222222222,7.427407407407406,Positive Relationship
161,12 HANGING EGGS HAND PAINTED,ASSORTED SHAPES PHOTO CLIP SILVER ,7,7,0.7000000000000001,0.368421052631579,7.388315789473686,Positive Relationship
162,PINK/GREEN FLOWER DESIGN BIG MUG,GREEN/BLUE FLOWER DESIGN BIG MUG,5,5,0.2941176470588235,0.625,7.372794117647059,Positive Relationship
163,PINK BREAKFAST CUP AND SAUCER ,YELLOW BREAKFAST CUP AND SAUCER,8,8,0.7272727272727273,0.4,7.292363636363637,Positive Relationship
164,PINK BREAKFAST CUP AND SAUCER ,,8,8,0.7272727272727273,0.4,7.292363636363637,Positive Relationship
165,,YELLOW BREAKFAST CUP AND SAUCER,8,8,0.7272727272727273,0.4,7.292363636363637,Positive Relationship
166,,,8,8,0.7272727272727273,0.4,7.292363636363637,Positive Relationship
167,ROSE COLOUR PAIR HEART HAIR SLIDES,DROP DIAMANTE EARRINGS GREEN,4,4,0.36363636363636365,0.4,7.292363636363637,Positive Relationship
168,AMBER GLASS TASSLE BAG CHARM,RED GLASS TASSLE BAG CHARM,4,4,0.5714285714285714,0.25,7.162142857142857,Positive Relationship
169,WHITE VINTAGE CRYSTAL BRACELET,FELT FARM ANIMAL CHICKEN,10,10,2.0,0.17857142857142855,7.162142857142857,Positive Relationship
170,COPPER/OLIVE GREEN FLOWER NECKLACE,RASPBERRY ANT COPPER FLOWER NECKLAC,4,4,0.2857142857142857,0.5,7.162142857142857,Positive Relationship
171,PINK GLASS TASSLE BAG CHARM ,AMBER GLASS TASSLE BAG CHARM,5,5,0.25,0.7142857142857142,7.162142857142857,Positive Relationship
172,RED WHITE SCARF  HOT WATER BOTTLE,DOORMAT BLACK FLOCK ,4,4,0.25,0.5714285714285714,7.162142857142857,Positive Relationship
173,,DOORMAT BLACK FLOCK ,4,4,0.25,0.5714285714285714,7.162142857142857,Positive Relationship
174,TEA TIME OVEN GLOVE,DOORMAT BLACK FLOCK ,7,7,0.25,1.0,7.162142857142857,Positive Relationship
175,WHITE/PINK MINI CRYSTALS NECKLACE,DAISY HAIR COMB,3,3,0.4285714285714286,0.25,7.1621428571428565,Positive Relationship
176,WHITE ROSEBUD & PEARL NECKLACE,AMETHYST DROP EARRINGS W LONG BEADS,3,3,0.6000000000000001,0.17647058823529413,7.077882352941177,Positive Relationship
177,PINK/GREEN FLOWER DESIGN BIG MUG,YELLOW/PINK FLOWER DESIGN BIG MUG,9,9,0.5294117647058824,0.6,7.0778823529411765,Positive Relationship
178,PINK/GREEN FLOWER DESIGN BIG MUG,,9,9,0.5294117647058824,0.6,7.0778823529411765,Positive Relationship
179,ROSE COLOUR PAIR HEART HAIR SLIDES,2 DAISIES HAIR COMB,5,5,0.45454545454545453,0.3846153846153846,7.011888111888112,Positive Relationship
180,"LETTER ""I"" BLING KEY RING","LETTER ""T"" BLING KEY RING",5,5,0.3846153846153846,0.45454545454545453,7.011888111888112,Positive Relationship
181,RED KUKUI COCONUT SEED NECKLACE,BILI NUT AND WOOD NECKLACE,6,6,0.24000000000000005,0.8571428571428572,6.875657142857144,Positive Relationship
182,LITTLE GREEN MONSTER SOFT TOY,LITTLE PINK MONSTER SOFT TOY,4,4,0.30769230769230765,0.4444444444444444,6.856068376068375,Positive Relationship
183,PINK BREAKFAST CUP AND SAUCER ,ORIGAMI VANILLA INCENSE CONES,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
184,PINK BREAKFAST CUP AND SAUCER ,,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
185,,ORIGAMI VANILLA INCENSE CONES,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
186,,,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
187,SET 10 CARDS 12 DAYS WRAP  17058,SET 10 CARDS SCOTTIE DOG 17211,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
188,PURPLE/COPPER HANGING LAMPSHADE,BLUE TABLE RUN FLOWER,3,3,0.37500000000000006,0.27272727272727276,6.836590909090911,Positive Relationship
189,PURPLE ENAMEL FLOWER HAIR TIE,WHITE ENAMEL FLOWER HAIR TIE,6,6,0.37500000000000006,0.5454545454545455,6.836590909090911,Positive Relationship
190,PINK HEART DOTS HOT WATER BOTTLE,RECIPE BOX WITH METAL HEART,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
191,PINK HEART DOTS HOT WATER BOTTLE,,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
192,,RECIPE BOX WITH METAL HEART,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
193,,,3,3,0.27272727272727276,0.37500000000000006,6.836590909090911,Positive Relationship
194,AMBER GLASS TASSLE BAG CHARM,BLOND DOLL DOORSTOP,4,4,0.5714285714285714,0.23529411764705882,6.740840336134454,Positive Relationship
195,FAIRY CAKE NOTEBOOK A5 SIZE,ENVELOPE 50 ROMANTIC IMAGES,3,3,0.30000000000000004,0.33333333333333337,6.6846666666666685,Positive Relationship
196,FAIRY CAKE NOTEBOOK A5 SIZE,,3,3,0.30000000000000004,0.33333333333333337,6.6846666666666685,Positive Relationship
197,,ENVELOPE 50 ROMANTIC IMAGES,3,3,0.30000000000000004,0.33333333333333337,6.6846666666666685,Positive Relationship
198,,,3,3,0.30000000000000004,0.33333333333333337,6.6846666666666685,Positive Relationship
199,PACK/12 BLUE FOLKART CARDS,"FOLK ART GREETING CARD,pack/12",6,6,0.33333333333333337,0.6000000000000001,6.6846666666666685,Positive Relationship
200,PACK/12 BLUE FOLKART CARDS,,6,6,0.33333333333333337,0.6000000000000001,6.6846666666666685,Positive Relationship
201,PINK ROSEBUD & PEARL NECKLACE,BLACK 3 BEAD DROP EARRINGS,3,3,0.33333333333333337,0.30000000000000004,6.6846666666666685,Positive Relationship
